"index_number","port_code","year","harbor_size","overhead_limits","channel_depth","anchorage_depth","cargo_depth","cranes_fixed","cranes_mobile","cranes_floating","railway","lifts100","lifts50","lifts25","lifts0","max_lift","lat","long"
33770,"GBBEL",2009,"L",NA,6,9,9,1,1,1,0,NA,NA,"Y","Y",12,54.6166666666667,-5.9
32220,"GBABD",2009,"M","Y",4,7,4,1,1,NA,1,"Y","Y","Y","Y",12,57.15,-2.08333333333333
31250,"BEANR",2009,"L","Y",11,NA,11,1,1,1,0,"Y","Y","Y","Y",12,51.2166666666667,4.4
31270,"BEGNE",2009,"L","Y",3,14,11,1,NA,1,1,"Y","Y","Y","Y",12,51.0666666666667,3.73333333333333
31280,"BEZEE",2009,"M","N",12,7,12,NA,1,NA,1,NA,NA,"Y","Y",12,51.3333333333333,3.2
31470,"GBLON",2009,"L","Y",3,3,6,1,1,1,1,NA,NA,"Y","Y",12,51.5,-0.0833333333333333
31650,"GBIMM",2009,"M","Y",7,7,11,1,1,NA,1,"N","Y","Y","Y",12,53.6333333333333,-0.2
31660,"GBHUL",2009,"M","Y",4,9,6,1,NA,1,0,"Y",NA,"Y","Y",12,53.75,-0.283333333333333
31670,"GBGOO",2009,"S","Y",3,NA,4,1,1,NA,1,NA,"Y","Y","Y",12,53.7,-0.833333333333333
31140,"NLRTM",2009,"L","Y",11,12,7,1,1,1,0,"Y","Y","Y","Y",12,51.9,4.48333333333333
30640,"DKEBJ",2009,"M",NA,9,11,6,1,1,NA,1,NA,"Y","Y","Y",12,55.4666666666667,8.45
30780,"DEHAM",2009,"L","Y",9,NA,4,1,1,1,0,"Y","Y","Y","Y",12,53.55,9.93333333333333
30800,"DECUX",2009,"M",NA,14,4,7,1,NA,NA,1,NA,"Y",NA,"Y",12,53.8666666666667,8.71666666666667
30810,"DEBRV",2009,"L","Y",11,7,4,1,NA,1,0,"Y","Y","Y","Y",12,53.5333333333333,8.58333333333333
30910,"DEWVN",2009,"S","Y",9,11,4,1,1,1,0,"Y",NA,"Y","Y",12,53.5333333333333,8.16666666666667
31060,"NLAMS",2009,"L","Y",12,4,9,1,1,1,0,"Y","Y","Y","Y",12,52.3666666666667,4.9
30170,"DKFRC",2009,"S","Y",14,14,4,1,1,NA,1,NA,"Y","Y","Y",12,55.5666666666667,9.76666666666667
30260,"DKAAR",2009,"M",NA,7,6,7,1,1,1,1,"Y","Y","Y","Y",12,56.15,10.2166666666667
30400,"DKAAL",2009,"S","Y",9,6,9,1,NA,1,1,NA,"Y","Y","Y",12,57.05,9.93333333333333
28890,"DELBC",2009,"M","Y",9,12,4,1,1,1,0,NA,"Y","Y","Y",12,53.8833333333333,10.7
28930,"DEKEL",2009,"M","Y",11,9,3,1,1,NA,1,NA,NA,"Y","Y",12,54.3666666666667,10.1666666666667
29230,"DKCPH",2009,"L","Y",6,9,9,1,1,1,1,"Y","Y","Y","Y",12,55.7,12.6166666666667
28190,"FIHEL",2009,"L","Y",7,11,3,1,1,1,1,NA,"Y","Y","Y",12,60.1666666666667,24.9666666666667
28480,"EETLL",2009,"S","Y",7,20,4,1,1,1,1,"Y","Y","Y","Y",12,59.45,24.7666666666667
28610,"LVRIX",2009,"L","Y",6,21,7,1,1,1,1,NA,"Y","Y","Y",12,56.95,24.1
28660,"LTKLJ",2009,"M","Y",9,12,6,1,1,1,1,NA,"Y",NA,"Y",12,55.7166666666667,21.1166666666667
28710,"PLGDN",2009,"M","Y",6,9,11,1,1,1,0,"Y","Y","Y","Y",12,54.35,18.6666666666667
28740,"PLGDY",2009,"L",NA,12,9,6,1,1,1,1,"Y","Y","Y","Y",12,54.5333333333333,18.55
28823,"PLSZZ",2009,"M",NA,7,4,4,1,1,1,1,NA,"Y","Y",NA,37,53.4,14.5333333333333
27520,"FIOUL",2009,"S","Y",7,6,6,NA,1,NA,1,NA,"Y",NA,"Y",12,65.0166666666667,25.4
27780,"FIRAU",2009,"M","Y",6,7,4,1,1,NA,0,NA,"Y","Y","Y",12,61.1333333333333,21.5
28140,"FIHKO",2009,"M",NA,6,23,6,1,1,NA,0,NA,NA,"Y","Y",12,59.8166666666667,22.95
25590,"SEGVX",2009,"S","Y",9,11,6,1,1,1,1,"Y",NA,"Y","Y",12,60.6833333333333,17.1666666666667
25190,"SENRK",2009,"M","Y",3,18,4,1,1,1,1,"Y",NA,"Y","Y",12,58.5833333333333,16.2
25320,"SESOE",2009,"S","Y",9,6,7,1,NA,NA,1,NA,NA,"Y",NA,37,59.1833333333333,17.65
25395,"SEVST",2009,"M","Y",6,6,6,1,1,NA,0,"Y","Y","Y","Y",12,59.6166666666667,16.55
23830,"NOMSS",2009,"S","Y",NA,17,7,1,1,1,1,NA,"Y",NA,NA,75,59.45,10.6666666666667
23840,"NOFRK",2009,"S","Y",9,7,9,1,1,NA,1,NA,"Y","Y","Y",12,59.2,10.95
24020,"SEGOT",2009,"L","Y",7,11,4,1,1,1,1,"Y","Y","Y",NA,37,57.7,11.9666666666667
24050,"SEHAD",2009,"S","N",11,23,7,1,1,NA,1,NA,"Y","Y","Y",12,56.6666666666667,12.8666666666667
24120,"SEHEL",2009,"M","N",9,12,4,1,1,NA,1,NA,"Y","Y","Y",12,56.05,12.7
24210,"SEMMA",2009,"M","Y",7,11,4,1,1,NA,1,"Y","Y","Y",NA,37,55.6166666666667,13
23550,"NOKRS",2009,"S","Y",4,14,4,1,1,NA,1,"Y",NA,NA,NA,100,58.15,8
23810,"NOOSL",2009,"L",NA,11,17,4,1,1,1,1,"Y","Y","Y","Y",12,59.9166666666667,10.75
22920,"NOMJF",2009,"S","Y",4,23,4,0,0,0,0,"N","N","N","Y",12,65.8333333333333,13.2
11550,"MQFDF",2009,"M","N",9,11,6,NA,1,NA,0,NA,NA,"Y","Y",12,14.6,-61.0666666666667
11450,"GPPTP",2009,"S","N",11,11,7,NA,1,NA,0,"Y","Y","Y","Y",12,16.2333333333333,-61.5333333333333
27740,"FIPOR",2009,"S","Y",6,20,7,NA,1,NA,1,NA,NA,"Y","Y",12,61.4833333333333,21.8
43340,"TRGEM",2009,"V",NA,NA,NA,6,NA,1,NA,0,NA,"Y","Y",NA,37,40.4166666666667,29.1166666666667
31560,"GBFXT",2009,"S",NA,14,11,6,1,1,NA,0,NA,NA,"Y","Y",12,51.95,1.31666666666667
35732,"FRDKK",2009,"M",NA,18,18,12,1,1,1,0,NA,"Y","Y","Y",12,51.0666666666667,2.35
38095,"PTPRV",2009,"V",NA,12,23,9,1,NA,NA,0,NA,NA,"Y","Y",12,38.7166666666667,-27.05
38100,"PTPDL",2009,"S",NA,7,12,11,NA,1,1,1,NA,NA,"Y","Y",12,37.7333333333333,-25.6666666666667
44860,"TRMER",2007,"M","N",11,9,4,1,1,1,0,NA,"Y","Y","Y",12,36.8,34.6333333333333
44880,"TRISK",2007,"S",NA,23,12,9,1,1,1,0,NA,NA,"Y","Y",12,36.6,36.1666666666667
44950,"CYLMS",2007,"S",NA,14,12,9,1,1,1,1,"Y","Y","Y","Y",12,34.6666666666667,33.05
44820,"TRAYT",2007,"S",NA,6,23,7,1,1,NA,0,NA,NA,"Y","Y",12,36.8666666666667,30.7666666666667
44450,"TRSSX",2007,"V",NA,11,23,4,NA,1,NA,1,NA,NA,"Y","Y",12,41.3,36.35
44620,"TRIZT",2007,"V",NA,4,11,6,NA,1,NA,1,NA,NA,NA,"Y",12,40.7666666666667,29.9166666666667
44750,"TRIZM",2007,"M",NA,9,23,6,NA,NA,1,1,NA,"Y",NA,"Y",12,38.4333333333333,27.1333333333333
43390,"TRTEK",2007,"S",NA,NA,11,7,1,1,NA,0,NA,NA,"Y","Y",12,40.9833333333333,27.5166666666667
43510,"BGVAR",2007,"S","Y",9,15,4,1,1,1,1,"Y",NA,"Y","Y",12,43.1833333333333,27.9666666666667
43560,"ROCND",2007,"S",NA,6,23,6,NA,NA,1,1,"Y","Y","Y","Y",12,44.1666666666667,28.65
42530,"GRSKG",2007,"M",NA,9,9,7,1,1,1,0,"Y","Y","Y","Y",12,40.6333333333333,22.9333333333333
41640,"MEBAR",2007,"S","N",17,23,7,1,1,1,0,NA,"Y","Y","Y",12,42.0833333333333,19.0833333333333
42230,"GRPIR",2007,"L",NA,23,11,9,NA,NA,1,0,"Y","Y",NA,"Y",12,37.9333333333333,23.65
40660,"ITAOI",2007,"M",NA,11,7,7,1,1,1,1,NA,NA,"Y","Y",12,43.6166666666667,13.5
40760,"ITVCE",2007,"L",NA,11,12,7,1,1,1,0,"Y","Y","Y","Y",12,45.4166666666667,12.4333333333333
40820,"ITTRS",2007,"L",NA,17,23,11,1,1,1,1,"Y","Y","Y","Y",12,45.65,13.7666666666667
40860,"SIKOP",2007,"V","N",12,17,4,1,1,NA,1,NA,"Y","Y","Y",12,45.55,13.7333333333333
41010,"HRRJK",2007,"L",NA,17,23,4,1,1,1,1,NA,"Y","Y","Y",12,45.3333333333333,14.4333333333333
41410,"HRPLE",2007,"V","Y",9,23,3,NA,1,1,1,NA,"Y","Y","Y",12,43.05,17.4333333333333
40040,"ITSAL",2007,"V",NA,6,4,6,1,1,1,1,NA,NA,"Y",NA,37,40.6666666666667,14.75
40115,"ITGIT",2007,"S",NA,12,12,12,1,1,NA,1,NA,"Y",NA,NA,75,38.4166666666667,15.9
40270,"ITCTA",2007,"S",NA,11,20,4,1,1,1,1,NA,"Y",NA,NA,75,37.5,15.1
40340,"MTMAR",2007,"S",NA,14,23,15,NA,1,NA,0,"Y",NA,"Y",NA,37,35.8166666666667,14.55
40470,"ITTAR",2007,"M","Y",15,11,7,1,1,1,0,"Y",NA,NA,"Y",12,40.4666666666667,17.2
40530,"ITBRI",2007,"M",NA,11,9,4,NA,1,1,1,NA,NA,NA,"Y",12,41.1333333333333,16.8666666666667
39440,"ITSVN",2007,"M",NA,9,21,7,1,1,1,1,"Y","Y",NA,"Y",12,44.3166666666667,8.5
39470,"ITGOA",2007,"L","Y",17,7,4,1,1,1,1,"Y","Y","Y","Y",12,44.4,8.93333333333333
39520,"ITSPE",2007,"M",NA,12,9,11,1,1,1,1,"Y","Y","Y","Y",12,44.1,9.83333333333333
39550,"ITMDC",2007,"V","N",9,14,12,1,1,1,0,"Y","Y","Y","Y",12,44.0333333333333,10.0333333333333
39590,"ITLIV",2007,"M",NA,11,7,12,1,1,1,1,"Y",NA,"Y","Y",12,43.55,10.3166666666667
39810,"ITCVV",2007,"M",NA,12,23,4,1,1,1,0,"Y",NA,"Y","Y",12,42.1,11.7833333333333
39960,"ITNAP",2007,"L","Y",11,15,7,1,1,1,1,"Y","Y","Y","Y",12,40.85,14.2666666666667
38810,"FRMRS",2007,"L","Y",12,11,6,1,1,1,1,"Y","Y","Y","Y",12,43.3166666666667,5.36666666666667
39210,"ITCAG",2007,"S",NA,14,12,6,1,1,NA,1,NA,NA,"Y","Y",12,39.2166666666667,9.11666666666667
38630,"ESPMI",2007,"M",NA,9,12,11,1,1,1,1,NA,"Y","Y","Y",12,39.5666666666667,2.63333333333333
38160,"ESSCT",2007,"M",NA,12,23,17,NA,1,NA,1,NA,"Y",NA,"Y",12,28.4666666666667,-16.2333333333333
38170,"ESLPA",2007,"L","N",11,12,9,1,1,1,1,"Y","Y","Y","Y",12,28.15,-15.4166666666667
38220,"ESHUV",2007,"M",NA,9,15,4,1,1,1,1,"Y","Y","Y","Y",12,37.25,-6.95
38270,"ESSVQ",2007,"M","Y",4,4,6,1,1,NA,0,NA,NA,"Y","Y",12,37.3666666666667,-6
38290,"ESCAD",2007,"M","Y",11,12,9,1,NA,1,1,NA,"Y",NA,"Y",12,36.5333333333333,-6.3
38310,"ESALG",2007,"S","Y",14,23,11,1,1,NA,1,"Y","Y","Y","Y",12,36.1333333333333,-5.43333333333333
38370,"ESAGP",2007,"M","N",12,23,6,1,1,1,0,"Y","Y","Y","Y",12,36.7166666666667,-4.41666666666667
38430,"ESCAR",2007,"M",NA,9,7,6,1,NA,1,1,"Y","Y","Y","Y",12,37.5833333333333,-0.983333333333333
38440,"ESALC",2007,"M",NA,14,14,6,1,1,1,1,NA,NA,"Y","Y",12,38.3333333333333,-0.483333333333333
38480,"ESVLC",2007,"M",NA,15,11,4,1,1,1,1,"Y","Y","Y","Y",12,39.45,-0.316666666666667
38540,"ESTAR",2007,"S",NA,9,15,6,1,NA,1,1,NA,NA,"Y","Y",12,41.1,1.23333333333333
38550,"ESBCN",2007,"L",NA,15,23,6,1,1,1,1,"Y","Y","Y","Y",12,41.35,2.16666666666667
38130,"PTFNC",2007,"S",NA,12,12,4,NA,1,1,0,NA,NA,"Y","Y",12,32.6333333333333,-16.9166666666667
37400,"ESBIO",2007,"M",NA,3,23,6,1,1,1,0,"Y","Y","Y","Y",12,43.35,-3.05
37470,"ESSDR",2007,"M",NA,7,17,9,1,1,NA,1,NA,NA,"Y","Y",12,43.4666666666667,-3.78333333333333
37560,"ESGIJ",2007,"S",NA,3,6,9,1,1,1,1,"Y","Y","Y","Y",12,43.55,-5.66666666666667
37830,"ESVIL",2007,"V",NA,6,3,6,1,1,1,0,NA,NA,NA,"Y",12,42.6,-8.76666666666667
37860,"ESMPG",2007,"S",NA,7,15,6,1,1,1,1,NA,NA,"Y","Y",12,42.4,-8.7
37900,"ESVGO",2007,"M","N",21,9,7,1,1,1,1,"Y","Y","Y","Y",12,42.2333333333333,-8.71666666666667
37950,"PTLEI",2007,"M","Y",7,7,4,1,1,NA,1,NA,"Y","Y","Y",12,41.1833333333333,-8.7
37990,"PTLIS",2007,"L","Y",14,12,4,1,1,1,0,"Y","Y","Y","Y",12,38.7,-9.16666666666667
38000,"PTSET",2007,"S","Y",11,9,7,1,1,NA,1,NA,NA,"Y","Y",12,38.5166666666667,-8.9
38005,"PTSIE",2007,"M",NA,NA,23,4,NA,NA,NA,0,NA,"Y","Y",NA,37,37.95,-8.86666666666667
36460,"FRBES",2007,"L",NA,4,11,6,1,1,1,1,"Y","Y","Y","Y",12,48.3833333333333,-4.5
36900,"FRNTE",2007,"M","Y",7,18,4,1,1,1,1,NA,"Y","Y","Y",12,47.2,-1.56666666666667
35580,"GBSOU",2007,"L",NA,7,12,9,1,1,1,0,"Y",NA,"Y","Y",12,50.9,-1.4
35840,"FRLEH",2007,"L","Y",15,11,4,1,1,1,0,"Y","Y","Y","Y",12,49.4833333333333,0.116666666666667
35010,"GBCDF",2007,"L","Y",0,9,9,1,1,1,0,NA,NA,"Y","Y",12,51.45,-3.16666666666667
35070,"GBBRS",2007,"M","Y",11,6,11,1,1,1,0,"Y",NA,"Y","Y",12,51.4666666666667,-2.63333333333333
34360,"IEORK",2007,"M","Y",4,7,7,1,1,NA,0,"Y","Y","Y","Y",12,51.85,-8.26666666666667
34400,"IEWAT",2007,"V","Y",3,6,6,1,NA,NA,0,NA,NA,"Y","Y",12,52.2666666666667,-7.11666666666667
34690,"GBLIV",2007,"L","Y",6,6,7,1,1,1,1,"Y","Y","Y","Y",12,53.4166666666667,-3
33770,"GBBEL",2007,"L",NA,6,9,9,1,1,1,0,NA,NA,"Y","Y",12,54.6166666666667,-5.9
32220,"GBABD",2007,"M","Y",4,7,4,1,1,NA,1,"Y","Y","Y","Y",12,57.15,-2.08333333333333
31250,"BEANR",2007,"L","Y",11,NA,11,1,1,1,0,"Y","Y","Y","Y",12,51.2166666666667,4.4
31270,"BEGNE",2007,"L","Y",3,14,11,1,NA,1,1,"Y","Y","Y","Y",12,51.0666666666667,3.73333333333333
31280,"BEZEE",2007,"M","N",12,7,12,NA,1,NA,1,NA,NA,"Y","Y",12,51.3333333333333,3.2
31470,"GBLON",2007,"L","Y",3,3,6,1,1,1,1,NA,NA,"Y","Y",12,51.5,-0.0833333333333333
31650,"GBIMM",2007,"M","Y",7,7,11,1,1,NA,1,"N","Y","Y","Y",12,53.6333333333333,-0.2
31660,"GBHUL",2007,"M","Y",4,9,6,1,NA,1,0,"Y",NA,"Y","Y",12,53.75,-0.283333333333333
31670,"GBGOO",2007,"S","Y",3,NA,4,1,1,NA,1,NA,"Y","Y","Y",12,53.7,-0.833333333333333
31140,"NLRTM",2007,"L","Y",11,12,7,1,1,1,0,"Y","Y","Y","Y",12,51.9,4.48333333333333
30640,"DKEBJ",2007,"M",NA,9,11,6,1,1,NA,1,NA,"Y","Y","Y",12,55.4666666666667,8.45
30780,"DEHAM",2007,"L","Y",9,NA,4,1,1,1,0,"Y","Y","Y","Y",12,53.55,9.93333333333333
30800,"DECUX",2007,"M",NA,14,4,7,1,NA,NA,1,NA,"Y",NA,"Y",12,53.8666666666667,8.71666666666667
30810,"DEBRV",2007,"L","Y",11,7,4,1,NA,1,0,"Y","Y","Y","Y",12,53.5333333333333,8.58333333333333
30910,"DEWVN",2007,"S","Y",9,11,4,1,1,1,0,"Y",NA,"Y","Y",12,53.5333333333333,8.16666666666667
31060,"NLAMS",2007,"L","Y",12,4,9,1,1,1,0,"Y","Y","Y","Y",12,52.3666666666667,4.9
30170,"DKFRC",2007,"S","Y",14,14,4,1,1,NA,1,NA,"Y","Y","Y",12,55.5666666666667,9.76666666666667
30260,"DKAAR",2007,"M",NA,7,6,7,1,1,1,1,"Y","Y","Y","Y",12,56.15,10.2166666666667
30400,"DKAAL",2007,"S","Y",9,6,9,1,NA,1,1,NA,"Y","Y","Y",12,57.05,9.93333333333333
28890,"DELBC",2007,"M","Y",9,12,4,1,1,1,0,NA,"Y","Y","Y",12,53.8833333333333,10.7
28930,"DEKEL",2007,"M","Y",11,9,3,1,1,NA,1,NA,NA,"Y","Y",12,54.3666666666667,10.1666666666667
29230,"DKCPH",2007,"L","Y",6,9,9,1,1,1,1,"Y","Y","Y","Y",12,55.7,12.6166666666667
28190,"FIHEL",2007,"L","Y",7,11,3,1,1,1,1,NA,"Y","Y","Y",12,60.1666666666667,24.9666666666667
28480,"EETLL",2007,"S","Y",7,20,4,1,1,1,1,"Y","Y","Y","Y",12,59.45,24.7666666666667
28610,"LVRIX",2007,"L","Y",6,21,7,1,1,1,1,NA,"Y","Y","Y",12,56.95,24.1
28660,"LTKLJ",2007,"M","Y",9,12,6,1,1,1,1,NA,"Y",NA,"Y",12,55.7166666666667,21.1166666666667
28710,"PLGDN",2007,"M","Y",6,9,11,1,1,1,0,"Y","Y","Y","Y",12,54.35,18.6666666666667
28740,"PLGDY",2007,"L",NA,12,9,6,1,1,1,1,"Y","Y","Y","Y",12,54.5333333333333,18.55
28823,"PLSZZ",2007,"M",NA,7,4,4,1,1,1,1,NA,"Y","Y",NA,37,53.4,14.5333333333333
27520,"FIOUL",2007,"S","Y",7,6,6,NA,1,NA,1,NA,"Y",NA,"Y",12,65.0166666666667,25.4
27780,"FIRAU",2007,"M","Y",6,7,4,1,1,NA,0,NA,"Y","Y","Y",12,61.1333333333333,21.5
28140,"FIHKO",2007,"M",NA,6,23,6,1,1,NA,0,NA,NA,"Y","Y",12,59.8166666666667,22.95
25590,"SEGVX",2007,"S","Y",9,11,6,1,1,1,1,"Y",NA,"Y","Y",12,60.6833333333333,17.1666666666667
25190,"SENRK",2007,"M","Y",3,18,4,1,1,1,1,"Y",NA,"Y","Y",12,58.5833333333333,16.2
25320,"SESOE",2007,"S","Y",9,6,7,1,NA,NA,1,NA,NA,"Y",NA,37,59.1833333333333,17.65
25395,"SEVST",2007,"M","Y",6,6,6,1,1,NA,0,"Y","Y","Y","Y",12,59.6166666666667,16.55
23830,"NOMSS",2007,"S","Y",NA,17,7,1,1,1,1,NA,"Y",NA,NA,75,59.45,10.6666666666667
23840,"NOFRK",2007,"S","Y",9,7,9,1,1,NA,1,NA,"Y","Y","Y",12,59.2,10.95
24020,"SEGOT",2007,"L","Y",7,11,4,1,1,1,1,"Y","Y","Y",NA,37,57.7,11.9666666666667
24050,"SEHAD",2007,"S","N",11,23,7,1,1,NA,1,NA,"Y","Y","Y",12,56.6666666666667,12.8666666666667
24120,"SEHEL",2007,"M","N",9,12,4,1,1,NA,1,NA,"Y","Y","Y",12,56.05,12.7
24210,"SEMMA",2007,"M","Y",7,11,4,1,1,NA,1,"Y","Y","Y",NA,37,55.6166666666667,13
23550,"NOKRS",2007,"S","Y",4,14,4,1,1,NA,1,"Y",NA,NA,NA,100,58.15,8
23810,"NOOSL",2007,"L",NA,11,17,4,1,1,1,1,"Y","Y","Y","Y",12,59.9166666666667,10.75
22920,"NOMJF",2007,"S","Y",4,23,4,0,0,0,0,"N","N","N","Y",12,65.8333333333333,13.2
11550,"MQFDF",2007,"M","N",9,11,6,NA,1,NA,0,NA,NA,"Y","Y",12,14.6,-61.0666666666667
11450,"GPPTP",2007,"S","N",11,11,7,NA,1,NA,0,"Y","Y","Y","Y",12,16.2333333333333,-61.5333333333333
38095,"PTPRV",2007,"V",NA,12,23,9,1,NA,NA,0,NA,NA,"Y","Y",12,38.7166666666667,-27.05
38100,"PTPDL",2007,"S",NA,7,12,11,NA,1,1,1,NA,NA,"Y","Y",12,37.7333333333333,-25.6666666666667
NA,"NLMOE",2022,"M",NA,8,NA,8,1,1,1,1,"N","Y","Y","N",37,51.7,4.58333333333333
NA,"FR_4",2022,"M",NA,9,11,6,NA,1,NA,0,NA,NA,"Y","Y",12,NA,NA
NA,"REPDG",2022,"VS",NA,1,11,3,NA,NA,NA,0,NA,NA,NA,NA,0,-20.9166666666667,55.2833333333333
NA,"ESMLN",2022,NA,NA,NA,NA,9,NA,NA,NA,0,NA,NA,NA,NA,0,35.3,-2.93333333333333
NA,"GBFOR",2022,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,NA,NA,0,56.0333333333333,-3.23333333333333
NA,"GBMED",2022,NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,0,51.6666666666667,0.9
NA,"GBMME",2022,"L",NA,3,12,7,1,1,1,1,"Y","Y","Y","Y",12,NA,NA
NA,"ESCAS",2022,"S",NA,9,11,7,1,1,1,0,"Y","Y","Y",NA,37,39.9666666666667,0.0166666666666667
NA,"NOBRG",2022,NA,NA,NA,NA,10,1,1,NA,0,"Y","Y","Y","Y",12,59.2666666666667,11.0333333333333
NA,"NOGVL",2022,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
NA,"PTCNL",2022,"S",NA,NA,NA,11,NA,NA,NA,0,NA,"Y",NA,NA,75,32.7333333333333,-16.7333333333333
NA,"ESAGA",2022,NA,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,0,28.1,-15.7166666666667
NA,"BE003",2022,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
43388,"TRAMB",2019,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2018,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2017,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2016,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2015,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2014,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2013,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2012,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2011,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2010,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2009,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2008,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2007,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2006,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2005,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2004,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43388,"TRAMB",2003,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
